presence_id,fl_id,name_lat,name_ru,pf_id,wk_family_ref,region_id,season,frequency_class,weight,probability_ppm,probability_rule_ref,habitat_role,class_rule_ref,derivation,refresh_class,seasonal_state,visible_above_snow,basis_ru,source_refs,confidence,status
flp_quercus_robur__field_margin__autumn,fl_ts_quercus_robur,Quercus robur,дуб черешчатый,pf_field_margin,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=field_margin],region_novgorod_land,autumn,rare,1,125000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,rare,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,leaf_colouring_and_fall;fruit_ripe,yes,WK: межевой/знаменный дуб в Русской Правде — одиночные деревья на меже,wk:claim:residual-law-boundaries-and-marked-trees src:src_kolchin_1968,B,candidate
flp_quercus_robur__forest_edge__winter,fl_ts_quercus_robur,Quercus robur,дуб черешчатый,pf_forest_edge,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=forest_edge],region_novgorod_land,winter,rare,1,125000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,rare,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,leafless;fruit_or_dry_leaves_persist,yes,K: только юг Новгородской земли (C),src:src_kolchin_1968,C,candidate
flp_quercus_robur__forest_edge__spring,fl_ts_quercus_robur,Quercus robur,дуб черешчатый,pf_forest_edge,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=forest_edge],region_novgorod_land,spring,rare,1,125000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,rare,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,leaf_out;flowering,yes,K: только юг Новгородской земли (C),src:src_kolchin_1968,C,candidate
flp_quercus_robur__forest_edge__summer,fl_ts_quercus_robur,Quercus robur,дуб черешчатый,pf_forest_edge,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=forest_edge],region_novgorod_land,summer,rare,1,125000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,rare,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,in_leaf,yes,K: только юг Новгородской земли (C),src:src_kolchin_1968,C,candidate
flp_quercus_robur__forest_edge__autumn,fl_ts_quercus_robur,Quercus robur,дуб черешчатый,pf_forest_edge,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=forest_edge],region_novgorod_land,autumn,rare,1,125000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,rare,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,leaf_colouring_and_fall;fruit_ripe,yes,K: только юг Новгородской земли (C),src:src_kolchin_1968,C,candidate
flp_quercus_robur__forest_track__winter,fl_ts_quercus_robur,Quercus robur,дуб черешчатый,pf_forest_track,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=forest_track],region_novgorod_land,winter,common,4,500000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,component,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,overlay:pf_broadleaf_woodland,none,leafless;fruit_or_dry_leaves_persist,yes,"overlay from pf_broadleaf_woodland (capped at component): NB: рощи из дуба и липы; WK research: северные дубравы с лещиной (Валдай, /nature)",src:src_nbcrs_novgorod_flora src:src_valdaypark_nature,B,candidate
flp_quercus_robur__forest_track__spring,fl_ts_quercus_robur,Quercus robur,дуб черешчатый,pf_forest_track,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=forest_track],region_novgorod_land,spring,common,4,500000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,component,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,overlay:pf_broadleaf_woodland,none,leaf_out;flowering,yes,"overlay from pf_broadleaf_woodland (capped at component): NB: рощи из дуба и липы; WK research: северные дубравы с лещиной (Валдай, /nature)",src:src_nbcrs_novgorod_flora src:src_valdaypark_nature,B,candidate
flp_quercus_robur__forest_track__summer,fl_ts_quercus_robur,Quercus robur,дуб черешчатый,pf_forest_track,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=forest_track],region_novgorod_land,summer,common,4,500000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,component,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,overlay:pf_broadleaf_woodland,none,in_leaf,yes,"overlay from pf_broadleaf_woodland (capped at component): NB: рощи из дуба и липы; WK research: северные дубравы с лещиной (Валдай, /nature)",src:src_nbcrs_novgorod_flora src:src_valdaypark_nature,B,candidate
flp_quercus_robur__forest_track__autumn,fl_ts_quercus_robur,Quercus robur,дуб черешчатый,pf_forest_track,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=forest_track],region_novgorod_land,autumn,common,4,500000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,component,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,overlay:pf_broadleaf_woodland,none,leaf_colouring_and_fall;fruit_ripe,yes,"overlay from pf_broadleaf_woodland (capped at component): NB: рощи из дуба и липы; WK research: северные дубравы с лещиной (Валдай, /nature)",src:src_nbcrs_novgorod_flora src:src_valdaypark_nature,B,candidate
flp_quercus_robur__hunting_ground__winter,fl_ts_quercus_robur,Quercus robur,дуб черешчатый,pf_hunting_ground,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=hunting_ground],region_novgorod_land,winter,common,4,500000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,component,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,overlay:pf_broadleaf_woodland,none,leafless;fruit_or_dry_leaves_persist,yes,"overlay from pf_broadleaf_woodland (capped at component): NB: рощи из дуба и липы; WK research: северные дубравы с лещиной (Валдай, /nature)",src:src_nbcrs_novgorod_flora src:src_valdaypark_nature,B,candidate
flp_quercus_robur__hunting_ground__spring,fl_ts_quercus_robur,Quercus robur,дуб черешчатый,pf_hunting_ground,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=hunting_ground],region_novgorod_land,spring,common,4,500000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,component,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,overlay:pf_broadleaf_woodland,none,leaf_out;flowering,yes,"overlay from pf_broadleaf_woodland (capped at component): NB: рощи из дуба и липы; WK research: северные дубравы с лещиной (Валдай, /nature)",src:src_nbcrs_novgorod_flora src:src_valdaypark_nature,B,candidate
flp_quercus_robur__hunting_ground__summer,fl_ts_quercus_robur,Quercus robur,дуб черешчатый,pf_hunting_ground,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=hunting_ground],region_novgorod_land,summer,common,4,500000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,component,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,overlay:pf_broadleaf_woodland,none,in_leaf,yes,"overlay from pf_broadleaf_woodland (capped at component): NB: рощи из дуба и липы; WK research: северные дубравы с лещиной (Валдай, /nature)",src:src_nbcrs_novgorod_flora src:src_valdaypark_nature,B,candidate
flp_quercus_robur__hunting_ground__autumn,fl_ts_quercus_robur,Quercus robur,дуб черешчатый,pf_hunting_ground,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=hunting_ground],region_novgorod_land,autumn,common,4,500000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,component,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,overlay:pf_broadleaf_woodland,none,leaf_colouring_and_fall;fruit_ripe,yes,"overlay from pf_broadleaf_woodland (capped at component): NB: рощи из дуба и липы; WK research: северные дубравы с лещиной (Валдай, /nature)",src:src_nbcrs_novgorod_flora src:src_valdaypark_nature,B,candidate
flp_quercus_robur__mixed_woodland__winter,fl_ts_quercus_robur,Quercus robur,дуб черешчатый,pf_mixed_woodland,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=mixed_woodland],region_novgorod_land,winter,rare,1,125000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,rare,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,leafless;fruit_or_dry_leaves_persist,yes,"K: дуб растёт только в южных районах; запасы небольшие, древесина дефицитна",src:src_kolchin_1968,B,candidate
flp_quercus_robur__mixed_woodland__spring,fl_ts_quercus_robur,Quercus robur,дуб черешчатый,pf_mixed_woodland,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=mixed_woodland],region_novgorod_land,spring,rare,1,125000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,rare,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,leaf_out;flowering,yes,"K: дуб растёт только в южных районах; запасы небольшие, древесина дефицитна",src:src_kolchin_1968,B,candidate
flp_quercus_robur__mixed_woodland__summer,fl_ts_quercus_robur,Quercus robur,дуб черешчатый,pf_mixed_woodland,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=mixed_woodland],region_novgorod_land,summer,rare,1,125000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,rare,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,in_leaf,yes,"K: дуб растёт только в южных районах; запасы небольшие, древесина дефицитна",src:src_kolchin_1968,B,candidate
flp_quercus_robur__mixed_woodland__autumn,fl_ts_quercus_robur,Quercus robur,дуб черешчатый,pf_mixed_woodland,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=mixed_woodland],region_novgorod_land,autumn,rare,1,125000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,rare,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,leaf_colouring_and_fall;fruit_ripe,yes,"K: дуб растёт только в южных районах; запасы небольшие, древесина дефицитна",src:src_kolchin_1968,B,candidate
flp_fraxinus_excelsior__broadleaf_woodland__winter,fl_ts_fraxinus_excelsior,Fraxinus excelsior,ясень обыкновенный,pf_broadleaf_woodland,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=broadleaf_woodland],region_novgorod_land,winter,contextual,2,250000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,occasional,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,leafless;fruit_or_dry_leaves_persist,yes,NB: примесь ясеня; W: широколиственные и смешанные леса; K: только юг,src:src_nbcrs_novgorod_flora src:src_wiki_fraxinus_excelsior src:src_kolchin_1968,B,candidate
flp_fraxinus_excelsior__broadleaf_woodland__spring,fl_ts_fraxinus_excelsior,Fraxinus excelsior,ясень обыкновенный,pf_broadleaf_woodland,data/world-catalogs/novgorod/world-knowledge/production-v1/place-first-cartography.json#environment_families[id=broadleaf_woodland],region_novgorod_land,spring,contextual,2,250000,places-binding/presence/frequency_rule.json#presence_ppm_from_frequency_class@v1,occasional,flora-trees-shrubs/scripts/src/habitat_roles.json#woody_role_to_frequency_class_v1,authored,none,leaf_out;flowering,yes,NB: примесь ясеня; W: широколиственные и смешанные леса; K: только юг,src:src_nbcrs_novgorod_flora src:src_wiki_fraxinus_excelsior src:src_kolchin_1968,B,candidate
