economic_link_id,source_profession,relation,target_profession,item_ids,description,historical_confidence,source_ids
ECO00371,PRO0113,sells_to,PRO0413,"[""FOD0010""]",Ловец рыбы острогой передаёт продукт роли «Городской хозяин двора».,A,"[""SRC025"",""SRC028"",""SRC029"",""SRC094"",""SRC040"",""SRC045"",""SRC001"",""SRC008""]"
ECO00372,PRO0113,sells_to,PRO0101,"[""FOD0010""]",Ловец рыбы острогой передаёт продукт роли «Повар монастырского хозяйства».,B,"[""SRC025"",""SRC028"",""SRC029"",""SRC094"",""SRC040"",""SRC045"",""SRC041"",""SRC042""]"
ECO00373,PRO0114,sells_to,PRO0413,[],Лодочник при рыболовном промысле передаёт продукт роли «Городской хозяин двора».,A,"[""SRC025"",""SRC028"",""SRC029"",""SRC094"",""SRC040"",""SRC045"",""SRC001"",""SRC008""]"
ECO00374,PRO0114,sells_to,PRO0101,[],Лодочник при рыболовном промысле передаёт продукт роли «Повар монастырского хозяйства».,A,"[""SRC025"",""SRC028"",""SRC029"",""SRC094"",""SRC040"",""SRC045"",""SRC041"",""SRC042""]"
ECO00375,PRO0059,supplies,PRO0115,"[""CRF0034""]","Обработчик льна, конопли и шерсти снабжает сырьём роль «Ремонтник рыболовных сетей».",A,"[""SRC001"",""SRC008"",""SRC045"",""SRC089"",""SRC025"",""SRC039""]"
ECO00376,PRO0115,sells_to,PRO0326,"[""FSH0032""]",Ремонтник рыболовных сетей передаёт продукт роли «Сторож усадьбы».,A,"[""SRC001"",""SRC025"",""SRC039"",""SRC045"",""SRC031"",""SRC071"",""SRC102""]"
ECO00377,PRO0116,transports_for,PRO0255,[],"Перевозчик рыбы от берега к рынку или хозяйству перевозит людей, груз или обеспечивает погрузку для роли «Средний городской торговец».",B,"[""SRC039"",""SRC045"",""SRC046"",""SRC099"",""SRC027"",""SRC028"",""SRC029"",""SRC030""]"
ECO00378,PRO0116,transports_for,PRO0260,[],"Перевозчик рыбы от берега к рынку или хозяйству перевозит людей, груз или обеспечивает погрузку для роли «Торговец зерном и мукой».",A,"[""SRC039"",""SRC045"",""SRC046"",""SRC099"",""SRC027"",""SRC028"",""SRC029"",""SRC030""]"
ECO00379,PRO0116,transports_for,PRO0207,[],"Перевозчик рыбы от берега к рынку или хозяйству перевозит людей, груз или обеспечивает погрузку для роли «Перевозчик строительных материалов».",A,"[""SRC039"",""SRC045"",""SRC046"",""SRC099""]"
ECO00380,PRO0116,transports_for,PRO0248,[],"Перевозчик рыбы от берега к рынку или хозяйству перевозит людей, груз или обеспечивает погрузку для роли «Княжеский гонец».",B,"[""SRC039"",""SRC045"",""SRC046"",""SRC099"",""SRC027"",""SRC028"",""SRC031"",""SRC050""]"
ECO00381,PRO0117,sells_to,PRO0413,"[""FOD0011"",""FOD0063""]",Работник рыбацкого стана передаёт продукт роли «Городской хозяин двора».,A,"[""SRC025"",""SRC028"",""SRC029"",""SRC094"",""SRC040"",""SRC045"",""SRC001"",""SRC008""]"
ECO00382,PRO0117,sells_to,PRO0101,"[""FOD0011"",""FOD0063""]",Работник рыбацкого стана передаёт продукт роли «Повар монастырского хозяйства».,B,"[""SRC025"",""SRC028"",""SRC029"",""SRC094"",""SRC040"",""SRC045"",""SRC041"",""SRC042""]"
ECO00383,PRO0118,sells_to,PRO0093,"[""FOD0010""]",Строитель и ремонтник рыболовного закола передаёт продукт роли «Рыбник / обработчик улова».,A,"[""SRC025"",""SRC028"",""SRC029"",""SRC094"",""SRC040"",""SRC045"",""SRC041"",""SRC042""]"
ECO00384,PRO0118,sells_to,PRO0413,"[""FOD0010"",""FOD0012""]",Строитель и ремонтник рыболовного закола передаёт продукт роли «Городской хозяин двора».,A,"[""SRC025"",""SRC028"",""SRC029"",""SRC094"",""SRC040"",""SRC045"",""SRC001"",""SRC008""]"
ECO00385,PRO0118,sells_to,PRO0101,"[""FOD0010"",""FOD0012""]",Строитель и ремонтник рыболовного закола передаёт продукт роли «Повар монастырского хозяйства».,B,"[""SRC025"",""SRC028"",""SRC029"",""SRC094"",""SRC040"",""SRC045"",""SRC041"",""SRC042""]"
ECO00386,PRO0119,sells_to,PRO0413,"[""HNT0021"",""FOD0061"",""TRD0007"",""TRD0008""]",Промысловый охотник передаёт продукт роли «Городской хозяин двора».,A,"[""SRC028"",""SRC041"",""SRC042"",""SRC045"",""SRC072"",""SRC091"",""SRC001"",""SRC008""]"
ECO00387,PRO0120,sells_to,PRO0090,"[""FOD0061""]",Сезонный охотник передаёт продукт роли «Мясник».,B,"[""SRC028"",""SRC041"",""SRC042"",""SRC045"",""SRC072"",""SRC091"",""SRC025"",""SRC040""]"
ECO00388,PRO0120,sells_to,PRO0028,"[""HNT0021"",""TRD0007"",""TRD0008""]",Сезонный охотник передаёт продукт роли «Скорняк».,B,"[""SRC028"",""SRC041"",""SRC042"",""SRC045"",""SRC072"",""SRC091"",""SRC001"",""SRC061""]"
ECO00389,PRO0120,sells_to,PRO0413,"[""HNT0021"",""FOD0061"",""TRD0007"",""TRD0008""]",Сезонный охотник передаёт продукт роли «Городской хозяин двора».,A,"[""SRC028"",""SRC041"",""SRC042"",""SRC045"",""SRC072"",""SRC091"",""SRC001"",""SRC008""]"
ECO00390,PRO0121,sells_to,PRO0413,"[""HNT0021"",""TRD0007"",""TRD0008""]",Зверолов-пушник передаёт продукт роли «Городской хозяин двора».,A,"[""SRC028"",""SRC041"",""SRC042"",""SRC045"",""SRC072"",""SRC091"",""SRC001"",""SRC008""]"
ECO00391,PRO0122,sells_to,PRO0413,"[""HNT0010"",""TRD0006""]",Бобровник / добытчик бобра передаёт продукт роли «Городской хозяин двора».,A,"[""SRC028"",""SRC041"",""SRC042"",""SRC045"",""SRC072"",""SRC091"",""SRC001"",""SRC008""]"
ECO00392,PRO0123,sells_to,PRO0028,"[""HNT0021"",""TRD0007"",""TRD0008""]",Ловец куницы и белки передаёт продукт роли «Скорняк».,B,"[""SRC028"",""SRC041"",""SRC042"",""SRC045"",""SRC072"",""SRC091"",""SRC001"",""SRC061""]"
ECO00393,PRO0123,sells_to,PRO0413,"[""HNT0021"",""TRD0007"",""TRD0008""]",Ловец куницы и белки передаёт продукт роли «Городской хозяин двора».,A,"[""SRC028"",""SRC041"",""SRC042"",""SRC045"",""SRC072"",""SRC091"",""SRC001"",""SRC008""]"
ECO00394,PRO0124,sells_to,PRO0090,"[""FOD0061""]",Птицелов передаёт продукт роли «Мясник».,B,"[""SRC028"",""SRC041"",""SRC042"",""SRC045"",""SRC072"",""SRC091"",""SRC025"",""SRC040""]"
ECO00395,PRO0124,sells_to,PRO0413,"[""FOD0061""]",Птицелов передаёт продукт роли «Городской хозяин двора».,A,"[""SRC028"",""SRC041"",""SRC042"",""SRC045"",""SRC072"",""SRC091"",""SRC001"",""SRC008""]"
ECO00396,PRO0125,sells_to,PRO0090,"[""FOD0061""]",Охотник с собакой передаёт продукт роли «Мясник».,B,"[""SRC028"",""SRC041"",""SRC042"",""SRC045"",""SRC072"",""SRC091"",""SRC025"",""SRC040""]"
ECO00397,PRO0125,sells_to,PRO0028,"[""HNT0021"",""TRD0007"",""TRD0008""]",Охотник с собакой передаёт продукт роли «Скорняк».,B,"[""SRC028"",""SRC041"",""SRC042"",""SRC045"",""SRC072"",""SRC091"",""SRC001"",""SRC061""]"
ECO00398,PRO0125,sells_to,PRO0413,"[""HNT0021"",""FOD0061"",""TRD0007"",""TRD0008""]",Охотник с собакой передаёт продукт роли «Городской хозяин двора».,A,"[""SRC028"",""SRC041"",""SRC042"",""SRC045"",""SRC072"",""SRC091"",""SRC001"",""SRC008""]"
ECO00399,PRO0126,sells_to,PRO0090,"[""FOD0061""]",Участник охоты знати передаёт продукт роли «Мясник».,B,"[""SRC028"",""SRC041"",""SRC042"",""SRC045"",""SRC072"",""SRC091"",""SRC025"",""SRC040""]"
ECO00400,PRO0126,sells_to,PRO0413,"[""FOD0061""]",Участник охоты знати передаёт продукт роли «Городской хозяин двора».,A,"[""SRC028"",""SRC041"",""SRC042"",""SRC045"",""SRC072"",""SRC091"",""SRC001"",""SRC008""]"
ECO00401,PRO0127,sells_to,PRO0090,"[""FOD0061""]",Ловчий при княжеском или боярском дворе передаёт продукт роли «Мясник».,B,"[""SRC028"",""SRC041"",""SRC042"",""SRC045"",""SRC072"",""SRC091"",""SRC025"",""SRC040""]"
ECO00402,PRO0127,sells_to,PRO0413,"[""FOD0061""]",Ловчий при княжеском или боярском дворе передаёт продукт роли «Городской хозяин двора».,A,"[""SRC028"",""SRC041"",""SRC042"",""SRC045"",""SRC072"",""SRC091"",""SRC001"",""SRC008""]"
ECO00403,PRO0119,supplies,PRO0128,"[""HNT0021"",""TRD0007"",""TRD0008""]",Промысловый охотник снабжает сырьём роль «Обработчик и мездрильщик шкур».,A,"[""SRC028"",""SRC041"",""SRC042"",""SRC045"",""SRC072"",""SRC091"",""SRC001"",""SRC061""]"
ECO00404,PRO0121,supplies,PRO0128,"[""HNT0021"",""TRD0007"",""TRD0008""]",Зверолов-пушник снабжает сырьём роль «Обработчик и мездрильщик шкур».,A,"[""SRC028"",""SRC041"",""SRC042"",""SRC045"",""SRC072"",""SRC091"",""SRC001"",""SRC061""]"
ECO00405,PRO0122,supplies,PRO0128,"[""TRD0006""]",Бобровник / добытчик бобра снабжает сырьём роль «Обработчик и мездрильщик шкур».,A,"[""SRC028"",""SRC041"",""SRC042"",""SRC045"",""SRC072"",""SRC091"",""SRC001"",""SRC061""]"
ECO00406,PRO0128,sells_to,PRO0319,"[""TRD0051""]",Обработчик и мездрильщик шкур передаёт продукт роли «Оруженосец и помощник воина».,B,"[""SRC001"",""SRC061"",""SRC084"",""SRC089"",""SRC031"",""SRC034"",""SRC035"",""SRC036""]"
ECO00407,PRO0129,sells_to,PRO0413,[],Проводник промысловиков передаёт продукт роли «Городской хозяин двора».,A,"[""SRC005"",""SRC045"",""SRC046"",""SRC089"",""SRC102"",""SRC001"",""SRC008"",""SRC012""]"
ECO00408,PRO0130,sells_to,PRO0413,[],Работник промыслового стана передаёт продукт роли «Городской хозяин двора».,A,"[""SRC028"",""SRC041"",""SRC042"",""SRC045"",""SRC072"",""SRC091"",""SRC001"",""SRC008""]"
ECO00409,PRO0131,sells_to,PRO0413,"[""FOD0025"",""FOD0048""]",Бортник / добытчик лесного мёда передаёт продукт роли «Городской хозяин двора».,A,"[""SRC005"",""SRC045"",""SRC046"",""SRC089"",""SRC102"",""SRC001"",""SRC008"",""SRC012""]"
ECO00410,PRO0132,sells_to,PRO0413,"[""FOD0025"",""FOD0048""]",Пчеловод при колодных ульях передаёт продукт роли «Городской хозяин двора».,A,"[""SRC005"",""SRC045"",""SRC046"",""SRC089"",""SRC102"",""SRC001"",""SRC008"",""SRC012""]"
ECO00411,PRO0133,sells_to,PRO0413,"[""HOU0008""]",Заготовитель и очиститель пчелиного воска передаёт продукт роли «Городской хозяин двора».,A,"[""SRC005"",""SRC045"",""SRC046"",""SRC089"",""SRC102"",""SRC001"",""SRC008"",""SRC012""]"
ECO00412,PRO0134,sells_to,PRO0413,"[""FOD0014"",""FOD0015"",""FOD0016"",""FOD0017""]",Сборщик лесных ягод передаёт продукт роли «Городской хозяин двора».,A,"[""SRC005"",""SRC045"",""SRC046"",""SRC089"",""SRC102"",""SRC001"",""SRC008"",""SRC012""]"
ECO00413,PRO0135,sells_to,PRO0413,"[""FOD0014"",""FOD0015"",""FOD0016"",""FOD0017""]",Сборщик и сушильщик грибов передаёт продукт роли «Городской хозяин двора».,A,"[""SRC005"",""SRC045"",""SRC046"",""SRC089"",""SRC102"",""SRC001"",""SRC008"",""SRC012""]"
ECO00414,PRO0136,sells_to,PRO0413,"[""FOD0014"",""FOD0015"",""FOD0016"",""FOD0017""]",Сборщик пищевых и хозяйственных трав передаёт продукт роли «Городской хозяин двора».,A,"[""SRC005"",""SRC045"",""SRC046"",""SRC089"",""SRC102"",""SRC001"",""SRC008"",""SRC012""]"
ECO00415,PRO0137,sells_to,PRO0413,"[""FOD0014"",""FOD0015"",""FOD0016"",""FOD0017""]",Сборщик лесных орехов передаёт продукт роли «Городской хозяин двора».,A,"[""SRC005"",""SRC045"",""SRC046"",""SRC089"",""SRC102"",""SRC001"",""SRC008"",""SRC012""]"
ECO00416,PRO0138,sells_to,PRO0413,"[""CON0034"",""CON0035""]",Лесоруб передаёт продукт роли «Городской хозяин двора».,A,"[""SRC005"",""SRC045"",""SRC046"",""SRC089"",""SRC102"",""SRC001"",""SRC008"",""SRC012""]"
ECO00417,PRO0139,sells_to,PRO0069,"[""MSC0046""]",Заготовитель дров передаёт продукт роли «Углежог».,A,"[""SRC005"",""SRC045"",""SRC046"",""SRC089"",""SRC102"",""SRC033""]"
ECO00418,PRO0139,sells_to,PRO0413,"[""MSC0046""]",Заготовитель дров передаёт продукт роли «Городской хозяин двора».,A,"[""SRC005"",""SRC045"",""SRC046"",""SRC089"",""SRC102"",""SRC001"",""SRC008"",""SRC012""]"
ECO00419,PRO0140,sells_to,PRO0033,"[""CON0034"",""CON0035""]",Заготовитель и отборщик строевого леса передаёт продукт роли «Плотник общего профиля».,A,"[""SRC005"",""SRC045"",""SRC046"",""SRC089"",""SRC102"",""SRC001"",""SRC006"",""SRC008""]"
ECO00420,PRO0140,sells_to,PRO0069,"[""CON0034""]",Заготовитель и отборщик строевого леса передаёт продукт роли «Углежог».,B,"[""SRC005"",""SRC045"",""SRC046"",""SRC089"",""SRC102"",""SRC033""]"
ECO00421,PRO0140,sells_to,PRO0413,"[""CON0034"",""CON0035""]",Заготовитель и отборщик строевого леса передаёт продукт роли «Городской хозяин двора».,A,"[""SRC005"",""SRC045"",""SRC046"",""SRC089"",""SRC102"",""SRC001"",""SRC008"",""SRC012""]"
ECO00422,PRO0141,sells_to,PRO0413,[],Перевозчик брёвен передаёт продукт роли «Городской хозяин двора».,A,"[""SRC005"",""SRC045"",""SRC046"",""SRC089"",""SRC102"",""SRC001"",""SRC008"",""SRC012""]"
